timestamp,value
1782498688,0.006849999999999976
1782498703,0.006849999999999976
1782498718,0.006849999999999976
1782498733,0.006849999999999976
1782498748,0.006910000000000029
1782498763,0.006910000000000029
1782498778,0.006910000000000029
1782498793,0.006910000000000029
1782498808,0.007333333333333306
1782498823,0.007333333333333306
1782498838,0.007333333333333306
1782498853,0.007333333333333306
1782498868,0.008061111111111104
1782498883,0.008061111111111104
1782498898,0.008061111111111104
1782498913,0.008061111111111104
1782498928,0.007199999999999988
1782498943,0.007199999999999988
1782498958,0.007199999999999988
1782498973,0.007199999999999988
1782498988,0.00742500000000002
1782499003,0.00742500000000002
1782499018,0.00742500000000002
1782499033,0.00742500000000002
1782499048,0.007099999999999962
1782499063,0.007099999999999962
1782499078,0.007099999999999962
1782499093,0.007099999999999962
1782499108,0.0054833333333333045
1782499123,0.0054833333333333045
1782499138,0.0054833333333333045
1782499153,0.0054833333333333045
1782499168,0.00606249999999997
1782499183,0.00606249999999997
1782499198,0.00606249999999997
1782499213,0.00606249999999997
1782499228,0.006730000000000024
1782499243,0.006730000000000024
1782499258,0.006730000000000024
1782499273,0.006730000000000024
1782499288,0.006508333333333348
