timestamp,value
1782857033,0.004984642301710731
1782857048,0.004984642301710731
1782857063,0.004984642301710731
1782857078,0.004989285714285715
1782857093,0.004989285714285715
1782857108,0.004989285714285715
1782857123,0.004989285714285715
1782857138,0.005968181818181789
1782857153,0.005968181818181789
1782857168,0.005968181818181789
1782857183,0.005968181818181789
1782857198,0.006030000000000079
1782857213,0.006030000000000079
1782857228,0.006030000000000079
1782857243,0.006030000000000079
1782857258,0.006608333333333262
1782857273,0.006608333333333262
1782857288,0.006608333333333262
1782857303,0.006608333333333262
1782857318,0.005206250000000053
1782857333,0.005206250000000053
1782857348,0.005206250000000053
1782857363,0.005206250000000053
1782857378,0.004980809128630706
1782857393,0.004980809128630706
1782857408,0.004980809128630706
1782857423,0.004980809128630706
1782857438,0.004993590998043053
1782857453,0.004993590998043053
1782857468,0.004993590998043053
1782857483,0.004993590998043053
1782857498,0.004987882653061225
1782857513,0.004987882653061225
1782857528,0.004987882653061225
1782857543,0.004987882653061225
1782857558,0.004993345008756567
1782857573,0.004993345008756568
1782857588,0.004993345008756567
1782857603,0.004993345008756567
1782857618,0.007020000000000009
1782857633,0.007019999999999981
